plant,time point,cell,area
ktnP3,1,198,28.8859
ktnP3,1,199,18.0668
ktnP3,1,202,28.9471
ktnP3,1,205,23.6778
ktnP3,1,206,26.1821
ktnP3,1,207,26.6844
ktnP3,1,209,17.0329
ktnP3,1,222,37.336
ktnP3,1,223,27.999000000000002
ktnP3,1,224,32.4415
ktnP3,1,225,26.4966
ktnP3,1,228,25.4029
ktnP3,1,242,20.9321
ktnP3,1,246,23.8842
ktnP3,1,251,39.3828
ktnP3,1,252,19.4324
ktnP3,1,259,32.9874
ktnP3,1,269,38.0566
ktnP3,1,276,40.0809
ktnP3,1,278,31.8317
ktnP3,1,283,35.8475
ktnP3,1,292,31.8671
ktnP3,1,293,39.8265
ktnP3,1,296,35.8511
ktnP3,1,300,36.5256
ktnP3,1,301,29.6675
ktnP3,1,303,21.2641
ktnP3,1,305,15.9042
ktnP3,1,323,24.4548
ktnP3,1,329,34.6338
ktnP3,1,335,40.5223
ktnP3,1,346,21.1011
ktnP3,1,350,33.2792
ktnP3,1,351,22.3931
ktnP3,1,352,26.9135
ktnP3,1,353,36.9781
ktnP3,1,355,35.5772
ktnP3,1,356,39.6251
ktnP3,1,357,25.4431
ktnP3,1,359,21.1647
ktnP3,1,365,32.0362
ktnP3,1,366,21.7662
ktnP3,1,367,18.401
ktnP3,1,372,31.7574
ktnP3,1,379,15.6345
ktnP3,1,381,11.9397
ktnP3,1,382,21.142
ktnP3,1,386,21.7258
ktnP3,1,389,12.4886
ktnP3,1,394,33.0488
ktnP3,1,395,32.4356
ktnP3,1,398,35.7813
ktnP3,1,401,32.4417
ktnP3,1,405,31.5692
ktnP3,1,411,19.5547
ktnP3,1,414,30.1757
ktnP3,1,417,17.6822
ktnP3,1,421,17.2309
ktnP3,1,424,25.0492
ktnP3,1,426,29.3009
ktnP3,1,427,28.8578
ktnP3,1,430,19.0626
ktnP3,1,431,12.9902
ktnP3,1,433,16.4347
ktnP3,1,440,12.9459
ktnP3,1,441,9.5706
ktnP3,1,476,35.6445
ktnP3,1,499,45.501999999999995
ktnP3,1,502,29.7232
ktnP3,1,556,11.6297
ktnP3,1,571,10.3242
ktnP3,1,572,15.9762
ktnP3,1,573,9.16124
